0,1,2,3,4
326.0,54.506,8.4292,9.0,1.0
327.0,60.195,9.0471,9.0,2.0
328.0,58.619,8.8777,9.0,2.0
329.0,35.543,6.2151,0.0,0.0
330.0,70.579,10.1337,9.33,1.0
331.0,149.162,17.2732,17.33,3.0
332.0,53.142,8.2783,9.0,1.0
334.0,39.207,6.6652,7.0,1.0
336.0,222.006,22.9327,21.33,2.0
337.0,43.189,7.1409,7.0,1.0
338.0,37.131,6.4117,7.0,1.0
339.0,45.242,7.3812,7.0,1.0
340.0,247.489,24.7792,25.0,3.0
341.0,159.492,18.1175,17.33,2.0
342.0,40.679,6.8426,7.0,1.0
343.0,51.781,8.1266,0.0,0.0
344.0,57.05,8.7077,9.0,2.0
345.0,51.37,8.0806,0.0,0.0
346.0,59.179,8.9381,9.0,2.0
347.0,51.308,8.0736,0.0,0.0
348.0,154.872,17.7419,17.33,2.0
349.0,67.15,9.7803,9.33,2.0
350.0,159.656,18.1308,17.33,2.0
352.0,127.395,15.4366,16.0,2.0
353.0,53.373,8.3039,9.0,1.0
354.0,38.893,6.6271,7.0,1.0
355.0,52.136,8.1663,0.0,0.0
356.0,41.75,6.9705,7.0,1.0
357.0,348.532,31.6266,31.0,2.0
358.0,153.962,17.6675,17.33,2.0
359.0,28.022,5.2464,5.33,1.0
361.0,43.411,7.167,7.0,1.0
362.0,78.751,10.9566,12.0,2.0
363.0,171.407,19.072,19.0,1.0
364.0,52.057,8.1575,0.0,0.0
365.0,51.621,8.1087,0.0,0.0
366.0,45.798,7.4457,7.0,1.0
367.0,37.184,6.4183,7.0,1.0
368.0,39.732,6.7287,7.0,1.0
369.0,163.424,18.4347,19.0,2.0
370.0,38.772,6.6124,7.0,1.0
371.0,76.312,10.7137,0.0,0.0
373.0,43.44,7.1705,7.0,1.0
374.0,54.865,8.4687,9.0,1.0
375.0,135.281,16.1117,16.0,3.0
376.0,169.148,18.8926,19.0,1.0
377.0,34.719,6.1121,0.0,0.0
378.0,134.643,16.0575,16.0,3.0
379.0,76.179,10.7004,0.0,0.0
380.0,169.062,18.8857,19.0,2.0
381.0,159.801,18.1425,17.33,2.0
383.0,37.238,6.4249,7.0,1.0
385.0,165.429,18.5956,19.0,2.0
386.0,50.69,8.0042,0.0,0.0
387.0,62.337,9.2754,9.33,2.0
388.0,145.518,16.9714,17.33,3.0
389.0,33.985,6.0197,0.0,0.0
390.0,82.438,11.3198,12.0,2.0
391.0,52.25,8.179,0.0,0.0
392.0,45.286,7.3863,7.0,1.0
393.0,171.451,19.0755,19.0,1.0
394.0,76.323,10.7148,0.0,0.0
395.0,178.193,19.6071,19.0,3.0
396.0,148.567,17.2241,17.33,3.0
397.0,174.285,19.2997,19.0,2.0
398.0,54.986,8.482,9.0,1.0
399.0,165.179,18.5756,19.0,2.0
400.0,38.497,6.579,7.0,1.0
401.0,39.867,6.745,7.0,1.0
402.0,51.083,8.0484,0.0,0.0
403.0,39.974,6.7579,7.0,1.0
405.0,133.057,15.9225,16.0,3.0
406.0,167.435,18.756,19.0,2.0
407.0,69.099,9.9818,9.33,1.0
408.0,42.351,7.0419,7.0,1.0
409.0,35.466,6.2055,0.0,0.0
410.0,88.403,11.8976,12.0,3.0
411.0,41.796,6.976,7.0,1.0
412.0,41.65,6.9586,7.0,1.0
413.0,37.373,6.4415,7.0,1.0
414.0,130.706,15.7214,16.0,2.0
415.0,37.664,6.4772,7.0,1.0
416.0,42.746,7.0886,7.0,1.0
417.0,34.6,6.0971,0.0,0.0
418.0,25.74,4.9382,5.33,1.0
419.0,174.436,19.3116,19.0,2.0
420.0,112.795,14.1539,13.0,1.0
421.0,53.972,8.3702,9.0,1.0
422.0,190.789,20.5852,21.0,3.0
423.0,65.243,9.5816,9.33,2.0
424.0,143.986,16.8439,17.33,3.0
425.0,139.004,16.4264,16.0,3.0
426.0,51.236,8.0656,0.0,0.0
427.0,37.372,6.4414,7.0,1.0
428.0,168.809,18.8656,19.0,2.0
429.0,45.718,7.4365,7.0,1.0
430.0,75.568,10.6392,0.0,0.0
431.0,54.47,8.4252,9.0,1.0
432.0,43.447,7.1713,7.0,1.0
433.0,77.792,10.8614,0.0,0.0
434.0,52.963,8.2584,9.0,1.0
435.0,42.689,7.0819,7.0,1.0
436.0,58.578,8.8733,9.0,2.0
437.0,166.499,18.6812,19.0,2.0
438.0,41.441,6.9337,7.0,1.0
439.0,75.931,10.6756,0.0,0.0
440.0,161.475,18.2777,19.0,2.0
441.0,131.522,15.7913,16.0,3.0
442.0,74.711,10.553,0.0,0.0
443.0,168.903,18.8731,19.0,2.0
444.0,45.364,7.3954,7.0,1.0
445.0,38.88,6.6256,7.0,1.0
446.0,49.836,7.9079,0.0,0.0
447.0,50.332,7.9639,0.0,0.0
448.0,178.249,19.6115,19.0,3.0
449.0,38.002,6.5186,7.0,1.0
450.0,43.786,7.2111,7.0,1.0
451.0,43.075,7.1275,7.0,1.0
452.0,42.925,7.1098,7.0,1.0
454.0,170.605,19.0084,19.0,1.0
455.0,41.901,6.9885,7.0,1.0
456.0,158.006,17.997,17.33,2.0
457.0,99.73,12.9651,13.0,3.0
458.0,225.268,23.1724,25.0,3.0
459.0,43.114,7.1321,7.0,1.0
461.0,55.098,8.4943,9.0,2.0
462.0,159.914,18.1516,17.33,2.0
463.0,36.661,6.3538,0.0,0.0
464.0,172.253,19.1391,19.0,2.0
465.0,21.115,4.2881,4.0,2.0
466.0,40.931,6.8728,7.0,1.0
467.0,252.401,25.1287,25.0,3.0
468.0,76.652,10.7477,0.0,0.0
469.0,246.964,24.7417,25.0,3.0
470.0,49.894,7.9144,0.0,0.0
471.0,53.124,8.2763,9.0,1.0
472.0,196.28,21.0056,21.0,2.0
473.0,132.541,15.8784,16.0,3.0
474.0,46.339,7.5083,7.0,1.0
475.0,175.43,19.39,19.0,2.0
477.0,53.359,8.3024,9.0,1.0
478.0,47.162,7.6031,7.0,1.0
479.0,71.778,10.2561,0.0,0.0
480.0,98.17,12.8202,13.0,3.0
481.0,41.164,6.9007,7.0,1.0
482.0,41.386,6.9272,7.0,1.0
483.0,37.235,6.4245,7.0,1.0
484.0,165.919,18.6348,19.0,2.0
485.0,182.833,19.9697,19.0,3.0
486.0,74.806,10.5626,0.0,0.0
487.0,36.885,6.3814,7.0,1.0
488.0,132.454,15.871,16.0,3.0
489.0,53.003,8.2628,9.0,1.0
490.0,111.506,14.0385,13.0,1.0
491.0,50.55,7.9885,0.0,0.0
493.0,164.093,18.4884,19.0,2.0
494.0,64.756,9.5305,9.33,2.0
495.0,156.558,17.8793,17.33,2.0
496.0,36.798,6.3707,7.0,1.0
497.0,59.419,8.9639,9.0,2.0
498.0,40.834,6.8612,7.0,1.0
499.0,39.167,6.6604,7.0,1.0
500.0,47.252,7.6134,7.0,1.0
501.0,152.778,17.5706,17.33,2.0
503.0,42.652,7.0775,7.0,1.0
504.0,56.506,8.6484,9.0,2.0
505.0,232.878,23.7276,25.0,2.0
506.0,43.05,7.1245,7.0,1.0
507.0,133.572,15.9664,16.0,3.0
508.0,33.106,5.9083,0.0,0.0
509.0,37.84,6.4988,7.0,1.0
510.0,40.161,6.7804,7.0,1.0
511.0,279.967,27.0553,27.0,5.0
512.0,36.415,6.3234,0.0,0.0
513.0,38.197,6.5424,7.0,1.0
514.0,51.552,8.101,0.0,0.0
515.0,29.017,5.3785,5.33,1.0
516.0,59.254,8.9461,9.0,2.0
517.0,182.18,19.9188,19.0,3.0
518.0,141.907,16.6702,17.33,3.0
519.0,74.533,10.5351,0.0,0.0
520.0,17.869,3.8072,4.0,2.0
522.0,36.847,6.3768,7.0,1.0
524.0,160.541,18.2023,19.0,2.0
525.0,41.318,6.919,7.0,1.0
526.0,37.38,6.4424,7.0,1.0
527.0,42.081,7.0099,7.0,1.0
528.0,47.057,7.591,7.0,1.0
529.0,51.505,8.0957,0.0,0.0
530.0,41.902,6.9886,7.0,1.0
532.0,154.701,17.7279,17.33,2.0
533.0,165.89,18.6325,19.0,2.0
534.0,42.289,7.0345,7.0,1.0
535.0,110.865,13.9809,13.0,1.0
536.0,36.953,6.3898,7.0,1.0
537.0,42.6,7.0714,7.0,1.0
538.0,26.201,5.0011,5.33,1.0
539.0,18.919,3.9653,4.0,2.0
540.0,69.278,10.0002,9.33,1.0
541.0,51.601,8.1065,0.0,0.0
542.0,33.507,5.9592,0.0,0.0
543.0,132.562,15.8802,16.0,3.0
544.0,58.037,8.8148,9.0,2.0
545.0,87.51,11.8119,12.0,2.0
546.0,36.717,6.3607,0.0,0.0
548.0,29.074,5.386,5.33,1.0
549.0,39.245,6.6698,7.0,1.0
551.0,51.277,8.0702,0.0,0.0
552.0,31.276,5.6737,5.33,1.0
553.0,38.88,6.6256,7.0,1.0
554.0,181.044,19.8302,19.0,3.0
555.0,43.94,7.2292,7.0,1.0
556.0,44.147,7.2534,7.0,1.0
557.0,40.539,6.8258,7.0,1.0
558.0,33.613,5.9727,0.0,0.0
559.0,36.814,6.3727,7.0,1.0
564.0,49.577,7.8786,0.0,0.0
565.0,165.238,18.5803,19.0,2.0
566.0,131.332,15.7751,16.0,3.0
567.0,43.095,7.1298,7.0,1.0
568.0,177.534,19.5554,19.0,3.0
569.0,235.229,23.8981,25.0,2.0
570.0,108.853,13.7996,13.0,1.0
571.0,51.077,8.0477,0.0,0.0
572.0,75.811,10.6635,0.0,0.0
573.0,42.24,7.0287,7.0,1.0
574.0,147.303,17.1195,17.33,3.0
575.0,40.555,6.8277,7.0,1.0
576.0,33.35,5.9393,0.0,0.0
577.0,60.364,9.0652,9.0,2.0
578.0,173.276,19.22,19.0,2.0
579.0,52.122,8.1647,0.0,0.0
580.0,46.739,7.5544,7.0,1.0
582.0,40.751,6.8512,7.0,1.0
583.0,51.252,8.0674,0.0,0.0
584.0,157.304,17.94,17.33,2.0
585.0,51.378,8.0815,0.0,0.0
586.0,34.692,6.1087,0.0,0.0
587.0,45.805,7.4465,7.0,1.0
588.0,49.816,7.9056,0.0,0.0
589.0,160.281,18.1813,19.0,2.0
590.0,43.564,7.185,7.0,1.0
591.0,39.166,6.6603,7.0,1.0
592.0,60.727,9.1041,9.0,2.0
594.0,158.099,18.0046,17.33,2.0
595.0,34.525,6.0877,0.0,0.0
596.0,35.741,6.2398,0.0,0.0
597.0,39.807,6.7378,7.0,1.0
598.0,56.425,8.6396,9.0,2.0
599.0,46.847,7.5669,7.0,1.0
600.0,231.743,23.6451,25.0,2.0
601.0,29.739,5.4735,5.33,1.0
602.0,44.007,7.237,7.0,1.0
603.0,152.372,17.5373,17.33,2.0
604.0,50.61,7.9952,0.0,0.0
605.0,50.364,7.9675,0.0,0.0
606.0,43.785,7.211,7.0,1.0
607.0,63.649,9.4141,9.33,2.0
609.0,37.611,6.4707,7.0,1.0
610.0,42.093,7.0113,7.0,1.0
611.0,44.856,7.3363,7.0,1.0
612.0,59.203,8.9406,9.0,2.0
613.0,159.071,18.0834,17.33,2.0
614.0,50.255,7.9552,0.0,0.0
615.0,46.14,7.4853,7.0,1.0
617.0,18.899,3.9623,4.0,2.0
618.0,18.63,3.9221,4.0,2.0
619.0,52.047,8.1563,0.0,0.0
620.0,131.952,15.8281,16.0,3.0
621.0,221.828,22.9196,21.33,2.0
622.0,41.491,6.9397,7.0,1.0
623.0,40.192,6.7841,7.0,1.0
624.0,179.563,19.7145,19.0,3.0
625.0,111.382,14.0274,13.0,1.0
626.0,43.016,7.1205,7.0,1.0
627.0,44.4,7.283,7.0,1.0
628.0,45.517,7.4131,7.0,1.0
629.0,31.147,5.657,5.33,1.0
630.0,42.575,7.0684,7.0,1.0
631.0,36.409,6.3226,0.0,0.0
632.0,53.159,8.2802,9.0,1.0
634.0,59.601,8.9834,9.0,2.0
635.0,142.072,16.684,17.33,3.0
636.0,92.417,12.2802,12.0,3.0
637.0,51.342,8.0775,0.0,0.0
638.0,42.431,7.0514,7.0,1.0
639.0,51.25,8.0671,0.0,0.0
640.0,50.679,8.003,0.0,0.0
641.0,37.253,6.4268,7.0,1.0
642.0,52.869,8.2479,9.0,1.0
643.0,158.75,18.0574,17.33,2.0
644.0,53.636,8.333,9.0,1.0
645.0,43.011,7.1199,7.0,1.0
646.0,18.919,3.9653,4.0,2.0
648.0,67.383,9.8045,9.33,2.0
649.0,58.043,8.8154,9.0,2.0
650.0,37.618,6.4716,7.0,1.0
651.0,170.341,18.9874,19.0,1.0
652.0,156.446,17.8702,17.33,2.0
653.0,176.184,19.4493,19.0,3.0
654.0,42.392,7.0467,7.0,1.0
655.0,30.505,5.5736,5.33,1.0
656.0,167.716,18.7784,19.0,2.0
657.0,47.109,7.597,7.0,1.0
658.0,36.466,6.3297,0.0,0.0
659.0,40.692,6.8442,7.0,1.0
660.0,32.172,5.789,5.33,1.0
661.0,40.286,6.7954,7.0,1.0
662.0,39.989,6.7597,7.0,1.0
663.0,42.722,7.0858,7.0,1.0
664.0,60.195,9.0471,9.0,2.0
665.0,72.108,10.2897,0.0,0.0
666.0,38.297,6.5546,7.0,1.0
667.0,28.921,5.3658,5.33,1.0
668.0,53.684,8.3384,9.0,1.0
700.0,16.687,3.626,0.0,0.0
701.0,32.189,5.7912,5.33,1.0
702.0,39.937,6.7534,7.0,1.0
703.0,40.207,6.7859,7.0,1.0
704.0,40.938,6.8736,7.0,1.0
705.0,42.943,7.1119,7.0,1.0
706.0,43.859,7.2197,7.0,1.0
707.0,44.7,7.3181,7.0,1.0
708.0,44.97,7.3495,7.0,1.0
710.0,46.214,7.4939,7.0,1.0
711.0,49.39,7.8574,0.0,0.0
714.0,92.627,12.3001,12.0,3.0
715.0,121.75,14.9459,16.0,2.0
716.0,194.701,20.8851,21.0,2.0
717.0,207.0,21.817,21.33,2.0
718.0,219.0,22.711,21.33,2.0
720.0,252.0,25.1003,25.0,3.0
723.0,498.0,40.7856,41.33,2.0
