FIELD_LABELS,t4,t533,t7,t9,t12,t16,t19,t21,t25,e
FIELD_COLORS,#fde725,#440154,#482173,#433e85,#38588c,#2d708e,#25858e,#1e9b8a,#2ab07f,#52c569

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
ph331,  0,  0,  0,  0,  0,  0,  4.22073623613097,  0,  0,  0
ph332,  0,  0,  0,  0,  2.73178061958792,  0,  0,  0,  0,  0
ph334,  0,  0,  0,  2.29303935034288,  0,  0,  0,  0,  0,  0
ph336,  0,  0,  0,  0,  0,  0,  0,  0,  4.79445485758106,  0
ph337,  0,  0,  0,  2.43259200759477,  0,  0,  0,  0,  0,  0
ph338,  0,  0,  0,  2.21455226479625,  0,  0,  0,  0,  0,  0
ph339,  0,  0,  0,  2.49959080242694,  0,  0,  0,  0,  0,  0
ph340,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.95122059376245
ph341,  0,  0,  0,  0,  0,  0,  4.31734025107032,  0,  0,  0
ph342,  0,  0,  0,  2.34621230916701,  0,  0,  0,  0,  0,  0
ph343,  2.6943509218695,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph344,  0,  0,  0,  0,  2.83415498140132,  0,  0,  0,  0,  0
ph345,  2.68285416857223,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph346,  0,  0,  0,  0,  2.88701341312873,  0,  0,  0,  0,  0
ph347,  2.68111188486187,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph348,  0,  0,  0,  0,  0,  0,  4.27493252620329,  0,  0,  0
ph349,  0,  0,  0,  0,  3.06931549454008,  0,  0,  0,  0,  0
ph350,  0,  0,  0,  0,  0,  0,  4.31882296133347,  0,  0,  0
ph352,  0,  0,  0,  0,  0,  0,  3.99316484557334,  0,  0,  0
ph353,  0,  0,  0,  0,  2.73803819977708,  0,  0,  0,  0,  0
ph354,  0,  0,  0,  2.28143861580491,  0,  0,  0,  0,  0,  0
ph355,  2.70420799495431,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph356,  0,  0,  0,  2.38370429247405,  0,  0,  0,  0,  0,  0
ph357,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5.44514731106756
ph358,  0,  0,  0,  0,  0,  0,  4.26643050708146,  0,  0,  0
ph359,  0,  0,  1.8084880230726,  0,  0,  0,  0,  0,  0,  0
ph361,  0,  0,  0,  2.43998875125895,  0,  0,  0,  0,  0,  0
ph362,  0,  0,  0,  0,  0,  3.29922633820799,  0,  0,  0,  0
ph363,  0,  0,  0,  0,  0,  0,  0,  4.4212822178895,  0,  0
ph364,  2.70202026775439,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph365,  2.68988618442205,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph366,  0,  0,  0,  2.51721269205056,  0,  0,  0,  0,  0,  0
ph367,  0,  0,  0,  2.21661006874244,  0,  0,  0,  0,  0,  0
ph368,  0,  0,  0,  2.31222951145607,  0,  0,  0,  0,  0,  0
ph369,  0,  0,  0,  0,  0,  0,  0,  4.35247605905033,  0,  0
ph370,  0,  0,  0,  2.27694325132443,  0,  0,  0,  0,  0,  0
ph371,  3.25383803240908,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph373,  0,  0,  0,  2.44095219802964,  0,  0,  0,  0,  0,  0
ph374,  0,  0,  0,  0,  2.77781419987527,  0,  0,  0,  0,  0
ph375,  0,  0,  0,  0,  0,  0,  4.07981541910679,  0,  0,  0
ph376,  0,  0,  0,  0,  0,  0,  0,  4.40214230863208,  0,  0
ph377,  2.11765348979483,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph378,  0,  0,  0,  0,  0,  0,  4.07299541680853,  0,  0,  0
ph379,  3.25132144468793,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph380,  0,  0,  0,  0,  0,  0,  0,  4.40140861195729,  0,  0
ph381,  0,  0,  0,  0,  0,  0,  4.32013262614153,  0,  0,  0
ph383,  0,  0,  0,  2.21870368476674,  0,  0,  0,  0,  0,  0
ph385,  0,  0,  0,  0,  0,  0,  0,  4.37006835347871,  0,  0
ph386,  2.66362925881475,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph387,  0,  0,  0,  0,  2.96201682108474,  0,  0,  0,  0,  0
ph388,  0,  0,  0,  0,  0,  0,  4.18505380960635,  0,  0,  0
ph389,  2.08682621770207,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph390,  0,  0,  0,  0,  0,  3.36523759946028,  0,  0,  0,  0
ph391,  2.70735913208088,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph392,  0,  0,  0,  2.50099321023,  0,  0,  0,  0,  0,  0
ph393,  0,  0,  0,  0,  0,  0,  0,  4.42165250869297,  0,  0
ph394,  3.25404597482697,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph395,  0,  0,  0,  0,  0,  0,  0,  4.47729685399908,  0,  0
ph396,  0,  0,  0,  0,  0,  0,  4.21496988692005,  0,  0,  0
ph397,  0,  0,  0,  0,  0,  0,  0,  4.44530459769594,  0,  0
ph398,  0,  0,  0,  0,  2.78099243531322,  0,  0,  0,  0,  0
ph399,  0,  0,  0,  0,  0,  0,  0,  4.36788647143733,  0,  0
ph400,  0,  0,  0,  2.26667411851937,  0,  0,  0,  0,  0,  0
ph401,  0,  0,  0,  2.31712314120672,  0,  0,  0,  0,  0,  0
ph402,  2.67477134894191,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph403,  0,  0,  0,  2.32099003820933,  0,  0,  0,  0,  0,  0
ph405,  0,  0,  0,  0,  0,  0,  4.0559006009213,  0,  0,  0
ph406,  0,  0,  0,  0,  0,  0,  0,  4.38745732488215,  0,  0
ph407,  0,  0,  0,  0,  3.11059292698454,  0,  0,  0,  0,  0
ph408,  0,  0,  0,  2.40432413004125,  0,  0,  0,  0,  0,  0
ph409,  2.14836472130996,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph410,  0,  0,  0,  0,  0,  3.46602342391226,  0,  0,  0,  0
ph411,  0,  0,  0,  2.38529297364579,  0,  0,  0,  0,  0,  0
ph412,  0,  0,  0,  2.38024459047819,  0,  0,  0,  0,  0,  0
ph413,  0,  0,  0,  2.22392447106003,  0,  0,  0,  0,  0,  0
ph414,  0,  0,  0,  0,  0,  0,  4.03018155869356,  0,  0,  0
ph415,  0,  0,  0,  2.23511432037636,  0,  0,  0,  0,  0,  0
ph416,  0,  0,  0,  2.41771751956056,  0,  0,  0,  0,  0,  0
ph417,  2.11270013274936,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph418,  0,  0,  1.68594014844598,  0,  0,  0,  0,  0,  0,  0
ph419,  0,  0,  0,  0,  0,  0,  0,  4.44655400317934,  0,  0
ph420,  0,  0,  0,  0,  0,  3.81755930684581,  0,  0,  0,  0
ph421,  0,  0,  0,  0,  2.75413924405858,  0,  0,  0,  0,  0
ph422,  0,  0,  0,  0,  0,  0,  0,  0,  4.57583418447808,  0
ph423,  0,  0,  0,  0,  3.02775121638557,  0,  0,  0,  0,  0
ph424,  0,  0,  0,  0,  0,  0,  4.16978473260571,  0,  0,  0
ph425,  0,  0,  0,  0,  0,  0,  4.11898258853021,  0,  0,  0
ph426,  2.67908594360712,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph427,  0,  0,  0,  2.22388586794167,  0,  0,  0,  0,  0,  0
ph428,  0,  0,  0,  0,  0,  0,  0,  4.3992480127134,  0,  0
ph429,  0,  0,  0,  2.51469038704007,  0,  0,  0,  0,  0,  0
ph430,  3.23970353548848,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph431,  0,  0,  0,  0,  2.76738996206572,  0,  0,  0,  0,  0
ph432,  0,  0,  0,  2.4411846577833,  0,  0,  0,  0,  0,  0
ph433,  3.28154989336664,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph434,  0,  0,  0,  0,  2.72691293837958,  0,  0,  0,  0,  0
ph435,  0,  0,  0,  2.41579246239354,  0,  0,  0,  0,  0,  0
ph436,  0,  0,  0,  0,  2.87228703171443,  0,  0,  0,  0,  0
ph437,  0,  0,  0,  0,  0,  0,  0,  4.37936970221016,  0,  0
ph438,  0,  0,  0,  2.3729869115613,  0,  0,  0,  0,  0,  0
ph439,  3.24661710326179,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph440,  0,  0,  0,  0,  0,  0,  0,  4.33516701000103,  0,  0
ph441,  0,  0,  0,  0,  0,  0,  4.03916033253335,  0,  0,  0
ph442,  3.22324876731441,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph443,  0,  0,  0,  0,  0,  0,  0,  4.40005114282039,  0,  0
ph444,  0,  0,  0,  2.50347595134332,  0,  0,  0,  0,  0,  0
ph445,  0,  0,  0,  2.28095631383106,  0,  0,  0,  0,  0,  0
ph446,  2.63911637248386,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph447,  2.65340402101055,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph448,  0,  0,  0,  0,  0,  0,  0,  4.47775017276037,  0,  0
ph449,  0,  0,  0,  2.2480034427634,  0,  0,  0,  0,  0,  0
ph450,  0,  0,  0,  2.45239775559947,  0,  0,  0,  0,  0,  0
ph451,  0,  0,  0,  2.42877889133759,  0,  0,  0,  0,  0,  0
ph452,  0,  0,  0,  2.42374622911477,  0,  0,  0,  0,  0,  0
ph454,  0,  0,  0,  0,  0,  0,  0,  4.41451611878438,  0,  0
ph455,  0,  0,  0,  2.38891277026367,  0,  0,  0,  0,  0,  0
ph456,  0,  0,  0,  0,  0,  0,  4.30383553302452,  0,  0,  0
ph457,  0,  0,  0,  0,  0,  3.63995564505617,  0,  0,  0,  0
ph458,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.81549857871344
ph459,  0,  0,  0,  2.43008451294672,  0,  0,  0,  0,  0,  0
ph461,  0,  0,  0,  0,  2.78392804630722,  0,  0,  0,  0,  0
ph462,  0,  0,  0,  0,  0,  0,  4.32115243782637,  0,  0,  0
ph463,  2.19617423361198,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph464,  0,  0,  0,  0,  0,  0,  0,  4.42838529924962,  0,  0
ph465,  0,  1.40019634202658,  0,  0,  0,  0,  0,  0,  0,  0
ph466,  0,  0,  0,  2.35512200910098,  0,  0,  0,  0,  0,  0
ph467,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.97957381599132
ph468,  3.26025152998653,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph469,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.94815694491778
ph470,  2.64079442967439,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph471,  0,  0,  0,  0,  2.73129187415693,  0,  0,  0,  0,  0
ph472,  0,  0,  0,  0,  0,  0,  0,  0,  4.6167693662935,  0
ph473,  0,  0,  0,  0,  0,  0,  4.05029489923907,  0,  0,  0
ph474,  0,  0,  0,  2.53415500593068,  0,  0,  0,  0,  0,  0
ph475,  0,  0,  0,  0,  0,  0,  0,  4.45475167159569,  0,  0
ph477,  0,  0,  0,  0,  2.737659724143,  0,  0,  0,  0,  0
ph478,  0,  0,  0,  2.55955299490352,  0,  0,  0,  0,  0,  0
ph479,  3.16546981979281,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph480,  0,  0,  0,  0,  0,  3.61721031022467,  0,  0,  0,  0
ph481,  0,  0,  0,  2.36331127390677,  0,  0,  0,  0,  0,  0
ph482,  0,  0,  0,  2.3710709122154,  0,  0,  0,  0,  0,  0
ph483,  0,  0,  0,  2.21858745243757,  0,  0,  0,  0,  0,  0
ph484,  0,  0,  0,  0,  0,  0,  0,  4.3743352938879,  0,  0
ph485,  0,  0,  0,  0,  0,  0,  0,  4.51438267942432,  0,  0
ph486,  3.22508208456032,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph487,  0,  0,  0,  2.20496233054251,  0,  0,  0,  0,  0,  0
ph488,  0,  0,  0,  0,  0,  0,  4.04934760232353,  0,  0,  0
ph489,  0,  0,  0,  0,  2.72800211423554,  0,  0,  0,  0,  0
ph490,  0,  0,  0,  0,  0,  3.80097753164544,  0,  0,  0,  0
ph491,  2.65963918701565,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph493,  0,  0,  0,  0,  0,  0,  0,  4.35836988639183,  0,  0
ph494,  0,  0,  0,  0,  3.01694196751994,  0,  0,  0,  0,  0
ph495,  0,  0,  0,  0,  0,  0,  4.29055342080282,  0,  0,  0
ph496,  0,  0,  0,  2.20155545169976,  0,  0,  0,  0,  0,  0
ph497,  0,  0,  0,  0,  2.89285242023604,  0,  0,  0,  0,  0
ph498,  0,  0,  0,  2.35169899229389,  0,  0,  0,  0,  0,  0
ph499,  0,  0,  0,  2.29156672404726,  0,  0,  0,  0,  0,  0
ph500,  0,  0,  0,  2.56230348938545,  0,  0,  0,  0,  0,  0
ph501,  0,  0,  0,  0,  0,  0,  4.25529300032106,  0,  0,  0
ph503,  0,  0,  0,  2.41454148760165,  0,  0,  0,  0,  0,  0
ph504,  0,  0,  0,  0,  2.82033216083392,  0,  0,  0,  0,  0
ph505,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.86343054426529
ph506,  0,  0,  0,  2.42794133250948,  0,  0,  0,  0,  0,  0
ph507,  0,  0,  0,  0,  0,  0,  4.06147380466159,  0,  0,  0
ph508,  2.04902080393777,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph509,  0,  0,  0,  2.24184018356467,  0,  0,  0,  0,  0,  0
ph510,  0,  0,  0,  2.32772328741009,  0,  0,  0,  0,  0,  0
ph511,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5.12911297500891
ph512,  2.18646094003548,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph513,  0,  0,  0,  2.25538742804151,  0,  0,  0,  0,  0,  0
ph514,  2.68795649404448,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph515,  0,  0,  1.8588264651242,  0,  0,  0,  0,  0,  0,  0
ph516,  0,  0,  0,  0,  2.8888406427443,  0,  0,  0,  0,  0
ph517,  0,  0,  0,  0,  0,  0,  0,  4.50922077633196,  0,  0
ph518,  0,  0,  0,  0,  0,  0,  4.14880194630641,  0,  0,  0
ph519,  3.21980742509573,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph520,  0,  1.15938699421311,  0,  0,  0,  0,  0,  0,  0,  0
ph522,  0,  0,  0,  2.2034752579985,  0,  0,  0,  0,  0,  0
ph524,  0,  0,  0,  0,  0,  0,  0,  4.32679797897847,  0,  0
ph525,  0,  0,  0,  2.36869851704981,  0,  0,  0,  0,  0,  0
ph526,  0,  0,  0,  2.22419466397043,  0,  0,  0,  0,  0,  0
ph527,  0,  0,  0,  2.39509708368818,  0,  0,  0,  0,  0,  0
ph528,  0,  0,  0,  2.55633744300837,  0,  0,  0,  0,  0,  0
ph529,  2.68664058786396,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph530,  0,  0,  0,  2.38894720089362,  0,  0,  0,  0,  0,  0
ph532,  0,  0,  0,  0,  0,  0,  4.27333871229133,  0,  0,  0
ph533,  0,  0,  0,  0,  0,  0,  0,  4.37408311172109,  0,  0
ph534,  0,  0,  0,  2.40221054052014,  0,  0,  0,  0,  0,  0
ph535,  0,  0,  0,  0,  0,  3.79266016937621,  0,  0,  0,  0
ph536,  0,  0,  0,  2.20761958806615,  0,  0,  0,  0,  0,  0
ph537,  0,  0,  0,  2.41278152533848,  0,  0,  0,  0,  0,  0
ph538,  0,  0,  1.71154997029548,  0,  0,  0,  0,  0,  0,  0
ph539,  0,  1.24176392916888,  0,  0,  0,  0,  0,  0,  0,  0
ph540,  0,  0,  0,  0,  3.11432537611062,  0,  0,  0,  0,  0
ph541,  2.68932711947119,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph542,  2.06639061763174,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph543,  0,  0,  0,  0,  0,  0,  4.05052346395484,  0,  0,  0
ph544,  0,  0,  0,  0,  2.85890104163553,  0,  0,  0,  0,  0
ph545,  0,  0,  0,  0,  0,  3.45137598184461,  0,  0,  0,  0
ph546,  2.19837628158208,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph548,  0,  0,  1.86165766595468,  0,  0,  0,  0,  0,  0,  0
ph549,  0,  0,  0,  2.29443695437697,  0,  0,  0,  0,  0,  0
ph551,  2.68023995333916,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph552,  0,  0,  1.96698410787883,  0,  0,  0,  0,  0,  0,  0
ph553,  0,  0,  0,  2.28095631383106,  0,  0,  0,  0,  0,  0
ph554,  0,  0,  0,  0,  0,  0,  0,  4.50019655485901,  0,  0
ph555,  0,  0,  0,  2.45746296464855,  0,  0,  0,  0,  0,  0
ph556,  0,  0,  0,  2.46424349805722,  0,  0,  0,  0,  0,  0
ph557,  0,  0,  0,  2.34123859630109,  0,  0,  0,  0,  0,  0
ph558,  2.07094740551821,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph559,  0,  0,  0,  2.2021826081693,  0,  0,  0,  0,  0,  0
ph564,  2.63159906869057,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph565,  0,  0,  0,  0,  0,  0,  0,  4.3684016931621,  0,  0
ph566,  0,  0,  0,  0,  0,  0,  4.03707467201071,  0,  0,  0
ph567,  0,  0,  0,  2.42944858847896,  0,  0,  0,  0,  0,  0
ph568,  0,  0,  0,  0,  0,  0,  0,  4.47195153514747,  0,  0
ph569,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.87792212230057
ph570,  0,  0,  0,  0,  0,  3.76623735867412,  0,  0,  0,  0
ph571,  2.67460188593769,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph572,  3.24433529017119,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph573,  0,  0,  0,  2.40053792958373,  0,  0,  0,  0,  0,  0
ph574,  0,  0,  0,  0,  0,  0,  4.20264300264033,  0,  0,  0
ph575,  0,  0,  0,  2.34180788924394,  0,  0,  0,  0,  0,  0
ph576,  2.05961485629722,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph577,  0,  0,  0,  0,  2.91561650361743,  0,  0,  0,  0,  0
ph578,  0,  0,  0,  0,  0,  0,  0,  4.43692803423959,  0,  0
ph579,  2.70382053824703,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph580,  0,  0,  0,  2.5465549622885,  0,  0,  0,  0,  0,  0
ph582,  0,  0,  0,  2.34876355735597,  0,  0,  0,  0,  0,  0
ph583,  2.67953639870121,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph584,  0,  0,  0,  0,  0,  0,  4.29741154652192,  0,  0,  0
ph585,  2.68307882618796,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph586,  2.11653110953612,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph587,  0,  0,  0,  2.51743318407169,  0,  0,  0,  0,  0,  0
ph588,  2.63853727921519,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph589,  0,  0,  0,  0,  0,  0,  0,  4.32445960572009,  0,  0
ph590,  0,  0,  0,  2.44506452174342,  0,  0,  0,  0,  0,  0
ph591,  0,  0,  0,  2.29152988912351,  0,  0,  0,  0,  0,  0
ph592,  0,  0,  0,  0,  2.92426619465286,  0,  0,  0,  0,  0
ph594,  0,  0,  0,  0,  0,  0,  4.30468443223632,  0,  0,  0
ph595,  2.10956950937069,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph596,  2.15950809509939,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph597,  0,  0,  0,  2.31495024367888,  0,  0,  0,  0,  0,  0
ph598,  0,  0,  0,  0,  2.81826260830447,  0,  0,  0,  0,  0
ph599,  0,  0,  0,  2.54988475806102,  0,  0,  0,  0,  0,  0
ph600,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.85638195141816
ph601,  0,  0,  1.89428423120518,  0,  0,  0,  0,  0,  0,  0
ph602,  0,  0,  0,  2.45966112004758,  0,  0,  0,  0,  0,  0
ph603,  0,  0,  0,  0,  0,  0,  4.25145400617244,  0,  0,  0
ph604,  2.661350569234,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph605,  2.65432096394498,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph606,  0,  0,  0,  2.4523648064487,  0,  0,  0,  0,  0,  0
ph607,  0,  0,  0,  0,  2.99206594277088,  0,  0,  0,  0,  0
ph609,  0,  0,  0,  2.23308276010263,  0,  0,  0,  0,  0,  0
ph610,  0,  0,  0,  2.39550843019917,  0,  0,  0,  0,  0,  0
ph611,  0,  0,  0,  2.48722906980423,  0,  0,  0,  0,  0,  0
ph612,  0,  0,  0,  0,  2.8875983784352,  0,  0,  0,  0,  0
ph613,  0,  0,  0,  0,  0,  0,  4.31352703380522,  0,  0,  0
ph614,  2.65119523578289,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph615,  0,  0,  0,  2.52794609890826,  0,  0,  0,  0,  0,  0
ph617,  0,  1.2402379942433,  0,  0,  0,  0,  0,  0,  0,  0
ph618,  0,  1.21955576916691,  0,  0,  0,  0,  0,  0,  0,  0
ph619,  2.70174310356371,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph620,  0,  0,  0,  0,  0,  0,  4.04386940757202,  0,  0,  0
ph621,  0,  0,  0,  0,  0,  0,  0,  0,  4.79329766939338,  0
ph622,  0,  0,  0,  2.37472652379264,  0,  0,  0,  0,  0,  0
ph623,  0,  0,  0,  2.32883646422954,  0,  0,  0,  0,  0,  0
ph624,  0,  0,  0,  0,  0,  0,  0,  4.4883462947773,  0,  0
ph625,  0,  0,  0,  0,  0,  3.79937229310836,  0,  0,  0,  0
ph626,  0,  0,  0,  2.42680147161338,  0,  0,  0,  0,  0,  0
ph627,  0,  0,  0,  2.47248777146274,  0,  0,  0,  0,  0,  0
ph628,  0,  0,  0,  2.50833356844244,  0,  0,  0,  0,  0,  0
ph629,  0,  0,  1.9610213081029,  0,  0,  0,  0,  0,  0,  0
ph630,  0,  0,  0,  2.41193462479118,  0,  0,  0,  0,  0,  0
ph631,  2.18622321153211,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph632,  0,  0,  0,  0,  2.73224206051329,  0,  0,  0,  0,  0
ph634,  0,  0,  0,  0,  2.89726463166436,  0,  0,  0,  0,  0
ph635,  0,  0,  0,  0,  0,  0,  4.15047844145946,  0,  0,  0
ph636,  0,  0,  0,  0,  0,  3.53008635302014,  0,  0,  0,  0
ph637,  2.68206759130482,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph638,  0,  0,  0,  2.40704677488392,  0,  0,  0,  0,  0,  0
ph639,  2.67948009950545,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph640,  2.66331615233226,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph641,  0,  0,  0,  2.21928470598825,  0,  0,  0,  0,  0,  0
ph642,  0,  0,  0,  0,  2.72435013375517,  0,  0,  0,  0,  0
ph643,  0,  0,  0,  0,  0,  0,  4.31061278165953,  0,  0,  0
ph644,  0,  0,  0,  0,  2.74512974459542,  0,  0,  0,  0,  0
ph645,  0,  0,  0,  2.42663376902669,  0,  0,  0,  0,  0,  0
ph646,  0,  1.24176392916888,  0,  0,  0,  0,  0,  0,  0,  0
ph648,  0,  0,  0,  0,  3.07431275589044,  0,  0,  0,  0,  0
ph649,  0,  0,  0,  0,  2.85905018309406,  0,  0,  0,  0,  0
ph650,  0,  0,  0,  2.23335124340868,  0,  0,  0,  0,  0,  0
ph651,  0,  0,  0,  0,  0,  0,  0,  4.41228191414837,  0,  0
ph652,  0,  0,  0,  0,  0,  0,  4.28952096210277,  0,  0,  0
ph653,  0,  0,  0,  0,  0,  0,  0,  4.46093910285961,  0,  0
ph654,  0,  0,  0,  2.40572012738125,  0,  0,  0,  0,  0,  0
ph655,  0,  0,  1.93097382556291,  0,  0,  0,  0,  0,  0,  0
ph656,  0,  0,  0,  0,  0,  0,  0,  4.38987651743406,  0,  0
ph657,  0,  0,  0,  2.55793080260211,  0,  0,  0,  0,  0,  0
ph658,  2.18848005226213,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph659,  0,  0,  0,  2.3466732850845,  0,  0,  0,  0,  0,  0
ph660,  0,  0,  2.00773372004163,  0,  0,  0,  0,  0,  0,  0
ph661,  0,  0,  0,  2.33220666218463,  0,  0,  0,  0,  0,  0
ph662,  0,  0,  0,  2.32153129918921,  0,  0,  0,  0,  0,  0
ph663,  0,  0,  0,  2.41690728223451,  0,  0,  0,  0,  0,  0
ph664,  0,  0,  0,  0,  2.91157175172643,  0,  0,  0,  0,  0
ph665,  3.17208742259293,  0,  0,  0,  0,  0,  0,  0,  0,  0
ph666,  0,  0,  0,  2.2591594777781,  0,  0,  0,  0,  0,  0
ph667,  0,  0,  1.85404553203457,  0,  0,  0,  0,  0,  0,  0
ph668,  0,  0,  0,  0,  2.74642026577657,  0,  0,  0,  0,  0
ph700,  0,  1.06065270422224,  0,  0,  0,  0,  0,  0,  0,  0
ph701,  0,  0,  0,  2.0084958528943,  0,  0,  0,  0,  0,  0
ph702,  0,  0,  0,  2.31965405892419,  0,  0,  0,  0,  0,  0
ph703,  0,  0,  0,  2.32937478997649,  0,  0,  0,  0,  0,  0
ph704,  0,  0,  0,  2.35536871702,  0,  0,  0,  0,  0,  0
ph705,  0,  0,  0,  2.42435107634812,  0,  0,  0,  0,  0,  0
ph706,  0,  0,  0,  2.4548010133401,  0,  0,  0,  0,  0,  0
ph707,  0,  0,  0,  2.48220292629596,  0,  0,  0,  0,  0,  0
ph708,  0,  0,  0,  2.49089097889429,  0,  0,  0,  0,  0,  0
ph710,  0,  0,  0,  2.53025806061805,  0,  0,  0,  0,  0,  0
ph711,  0,  0,  0,  2.62614706360372,  0,  0,  0,  0,  0,  0
ph714,  0,  0,  0,  0,  0,  3.53336088327945,  0,  0,  0,  0
ph715,  0,  0,  0,  0,  0,  3.92777796208234,  0,  0,  0,  0
ph716,  0,  0,  0,  0,  0,  0,  0,  4.60511648364976,  0,  0
ph717,  0,  0,  0,  0,  0,  0,  0,  4.69348695749933,  0,  0
ph718,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.77478705960117
ph720,  0,  0,  0,  0,  0,  0,  0,  0,  0,  4.97727992349992
ph723,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5.96000193206808


