Hist block,Mycobacteriophage,T (raw),T (round),Hist block,Lytic,T (raw),T (round),Hist block,Lysogenic,T (raw),T (round),Hist block,Prophages,T (raw),T (round),Hist block,Marine,T (raw),T (round),Hist block,Marine,T (raw),T (round)
55000,50884,8.017,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50884,8.017,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50886,8.018,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50886,8.018,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50891,8.018,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50892,8.018,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50907,8.020,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50909,8.020,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50913,8.020,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50930,8.022,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50963,8.026,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50965,8.026,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50968,8.026,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50976,8.027,9,,,,,,,,,,,,,35000,32902,5.984,,,,,
55000,50988,8.028,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,50989,8.029,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,50999,8.030,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51017,8.031,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51025,8.032,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51027,8.033,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51040,8.034,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51050,8.035,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51067,8.037,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51071,8.037,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51077,8.038,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51083,8.038,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51083,8.038,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51094,8.040,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51094,8.040,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51131,8.043,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51138,8.044,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51160,8.047,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51161,8.047,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51162,8.047,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51178,8.048,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51215,8.052,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51215,8.052,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51235,8.054,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51236,8.055,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51241,8.055,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51250,8.056,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51252,8.056,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51257,8.057,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51274,8.059,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51277,8.059,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51282,8.059,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51290,8.060,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51294,8.061,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51308,8.062,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51308,8.062,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51319,8.063,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51319,8.063,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51339,8.065,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51355,8.067,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51365,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51365,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51366,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51366,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51366,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51366,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51367,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51367,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51368,8.068,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51369,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51369,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51369,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51369,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51370,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51370,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51370,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51370,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51370,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51370,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51371,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51372,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51372,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51372,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51372,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51372,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51373,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51373,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51373,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51374,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51374,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51374,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51374,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51374,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51374,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51374,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51376,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51376,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51376,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51377,8.069,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51378,8.070,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51381,8.070,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51381,8.070,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51383,8.070,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51384,8.070,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51386,8.070,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51393,8.071,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51397,8.072,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51407,8.073,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51409,8.073,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51411,8.073,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51418,8.074,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51421,8.074,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51426,8.075,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51433,8.075,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51436,8.076,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51440,8.076,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51468,8.079,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51470,8.079,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51478,8.080,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51492,8.082,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51500,8.082,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51505,8.083,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51521,8.085,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51543,8.087,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51547,8.087,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51552,8.088,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51578,8.091,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51578,8.091,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51591,8.092,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51594,8.092,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51621,8.095,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51637,8.097,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51637,8.097,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51653,8.098,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51690,8.102,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51702,8.104,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51702,8.104,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51703,8.104,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51737,8.107,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51743,8.108,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51745,8.108,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51781,8.112,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51797,8.114,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51809,8.115,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51809,8.115,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51813,8.115,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51821,8.116,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51854,8.120,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51889,8.123,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51904,8.125,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,51910,8.126,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52018,8.137,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52034,8.139,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52044,8.140,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52047,8.140,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52055,8.141,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52057,8.141,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52088,8.144,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52091,8.145,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52102,8.146,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52122,8.148,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52129,8.148,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52136,8.149,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52138,8.149,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52141,8.150,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52155,8.151,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52157,8.151,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52160,8.152,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52169,8.153,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52213,8.157,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52233,8.159,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52250,8.161,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52273,8.164,9,,,,,,,,,,,,,40000,37947,6.585,7,,,,
55000,52274,8.164,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52288,8.165,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52297,8.166,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52298,8.166,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52320,8.169,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52344,8.171,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52357,8.172,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52364,8.173,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52379,8.175,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52379,8.175,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52390,8.176,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52392,8.176,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52428,8.180,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52462,8.183,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52481,8.185,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52494,8.187,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52497,8.187,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52501,8.187,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52502,8.188,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52519,8.189,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52521,8.190,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52530,8.190,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52561,8.194,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52601,8.198,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52617,8.200,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52618,8.200,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52643,8.202,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52647,8.203,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52669,8.205,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52684,8.207,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52686,8.207,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52689,8.207,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52695,8.208,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52732,8.212,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52743,8.213,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52785,8.217,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52797,8.218,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52807,8.219,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52823,8.221,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52873,8.226,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52874,8.226,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52879,8.227,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52892,8.228,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52920,8.231,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52924,8.232,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52927,8.232,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52946,8.234,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52955,8.235,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52963,8.236,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52967,8.236,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52967,8.236,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52974,8.237,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,52991,8.239,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53003,8.240,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53008,8.240,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53035,8.243,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53042,8.244,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53043,8.244,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53058,8.246,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53058,8.246,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53085,8.248,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53124,8.253,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53134,8.254,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53137,8.254,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53141,8.254,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53142,8.254,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53159,8.256,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53163,8.257,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53167,8.257,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53169,8.257,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53171,8.257,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53177,8.258,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53184,8.259,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53219,8.262,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53235,8.264,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53253,8.266,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53255,8.266,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53277,8.268,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53278,8.269,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53287,8.270,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53317,8.273,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53325,8.273,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53332,8.274,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53350,8.276,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53387,8.280,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53395,8.281,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53396,8.281,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53408,8.282,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53411,8.282,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53425,8.284,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53432,8.285,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53455,8.287,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53467,8.288,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53486,8.290,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53526,8.294,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53565,8.298,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53572,8.299,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53588,8.301,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53597,8.302,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53598,8.302,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53618,8.304,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53636,8.306,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53636,8.306,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53684,8.311,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53701,8.313,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53746,8.317,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53746,8.317,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53746,8.317,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53746,8.317,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53790,8.322,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53912,8.334,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53932,8.337,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,53935,8.337,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54036,8.347,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54314,8.376,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54396,8.385,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54411,8.386,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54470,8.392,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54495,8.395,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54655,8.411,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54751,8.421,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54912,8.438,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54986,8.445,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
55000,54990,8.446,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55094,8.457,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55094,8.457,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55137,8.461,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55178,8.465,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55213,8.469,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55307,8.479,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55363,8.484,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55524,8.501,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55600,8.509,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55617,8.510,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55735,8.523,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,55832,8.532,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56168,8.567,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56189,8.569,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56275,8.578,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56276,8.578,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56279,8.578,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56362,8.587,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56418,8.592,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56439,8.595,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56461,8.597,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56515,8.602,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56528,8.604,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56663,8.617,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56669,8.618,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56692,8.620,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56719,8.623,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56826,8.634,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56852,8.637,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,56867,8.638,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57001,8.652,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57050,8.657,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57052,8.657,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57155,8.668,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57155,8.668,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57168,8.669,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57253,8.678,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57256,8.678,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57256,8.678,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57278,8.680,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57293,8.682,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57315,8.684,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57328,8.685,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57346,8.687,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57387,8.691,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57401,8.693,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57647,8.718,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57701,8.723,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57726,8.726,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57737,8.727,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57754,8.728,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57754,8.728,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57766,8.730,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,57775,8.731,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58027,8.756,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58037,8.757,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
