Hist block,Mycobacteriophage,T (raw),T (round),Hist block,Lytic,T (raw),T (round),Hist block,Lysogenic,T (raw),T (round),Hist block,Prophages,T (raw),T (round),Hist block,Marine,T (raw),T (round),Hist block,Marine,T (raw),T (round)
60000,58043,8.758,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58059,8.759,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58059,8.759,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58059,8.759,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58065,8.760,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58076,8.761,9,,,,,,,,,,,,,45000,42992,7.160,7,,,,
60000,58106,8.764,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58150,8.769,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58159,8.769,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58166,8.770,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58211,8.775,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58279,8.782,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58297,8.783,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58308,8.785,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58338,8.788,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58351,8.789,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58353,8.789,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58390,8.793,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58456,8.799,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58471,8.801,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58472,8.801,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58499,8.804,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58550,8.809,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58554,8.809,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58575,8.811,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58578,8.812,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58638,8.818,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58671,8.821,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58692,8.823,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58714,8.825,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58758,8.830,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58848,8.839,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58866,8.841,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58899,8.844,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58979,8.852,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58979,8.852,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,58985,8.853,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59016,8.856,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59052,8.860,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59093,8.864,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59167,8.871,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59171,8.872,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59173,8.872,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59179,8.872,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59230,8.877,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59231,8.878,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59268,8.881,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59306,8.885,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59315,8.886,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59346,8.889,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59416,8.896,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59419,8.896,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59443,8.899,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59471,8.902,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59598,8.914,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59617,8.916,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59626,8.917,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59646,8.919,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59652,8.920,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59672,8.922,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59707,8.925,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59708,8.925,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59708,8.925,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59749,8.930,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59794,8.934,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59798,8.934,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59807,8.935,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59837,8.938,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59873,8.942,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59879,8.943,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59906,8.945,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
60000,59947,8.949,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60005,8.955,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60190,8.974,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60285,8.983,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60310,8.986,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60526,9.007,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60526,9.007,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60526,9.007,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60579,9.013,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60588,9.014,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60609,9.016,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60727,9.027,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60746,9.029,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60757,9.030,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60813,9.036,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60835,9.038,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60908,9.045,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60973,9.052,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60974,9.052,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,60989,9.053,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,61027,9.057,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,61081,9.063,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,61147,9.069,9,,,,,,,,,,,,,50000,48037,7.714,7,,,,
65000,61164,9.071,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61251,9.080,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61284,9.083,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61395,9.094,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61440,9.098,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61511,9.105,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61567,9.111,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61626,9.117,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,61808,9.135,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62306,9.184,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62437,9.197,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62466,9.200,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62515,9.205,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62558,9.209,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62661,9.219,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62738,9.227,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,62991,9.252,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,63334,9.286,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,63344,9.287,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64477,9.398,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64494,9.399,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64511,9.401,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64562,9.406,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64592,9.409,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64613,9.411,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64618,9.411,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64787,9.428,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64791,9.428,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
65000,64807,9.430,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,65100,9.459,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,65108,9.459,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,65237,9.472,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,65243,9.472,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,65766,9.523,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,65839,9.530,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,66507,9.595,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67169,9.659,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67188,9.661,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67277,9.670,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67324,9.674,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67349,9.677,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67383,9.680,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67391,9.681,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67406,9.682,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67436,9.685,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67451,9.686,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67480,9.689,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67496,9.691,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67509,9.692,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67592,9.700,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67702,9.711,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67744,9.715,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67774,9.717,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67776,9.718,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67880,9.728,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,67949,9.734,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68004,9.740,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68015,9.741,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68016,9.741,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68043,9.743,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68086,9.747,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68090,9.748,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68133,9.752,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68138,9.752,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68171,9.756,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68179,9.756,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68193,9.758,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68196,9.758,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68203,9.759,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68227,9.761,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68235,9.762,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68245,9.763,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68249,9.763,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68262,9.764,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68293,9.767,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68296,9.768,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68306,9.769,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68307,9.769,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68311,9.769,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68311,9.769,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68314,9.769,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68323,9.770,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68324,9.770,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68327,9.771,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68328,9.771,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68334,9.771,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68346,9.772,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68355,9.773,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68367,9.774,9,,,,,,,,,,,,,55000,53301,8.271,9,,,,
70000,68386,9.776,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68405,9.778,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68415,9.779,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68415,9.779,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68427,9.780,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68428,9.780,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68432,9.781,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68450,9.782,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68472,9.784,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68479,9.785,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68480,9.785,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68482,9.785,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68488,9.786,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68492,9.786,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68493,9.787,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68493,9.787,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68494,9.787,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68506,9.788,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68509,9.788,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68515,9.789,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68521,9.789,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68547,9.792,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68568,9.794,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68569,9.794,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68576,9.794,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68596,9.796,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68598,9.797,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68600,9.797,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68603,9.797,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68604,9.797,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68607,9.797,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68608,9.798,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68628,9.799,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68633,9.800,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68662,9.803,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68664,9.803,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68668,9.803,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68669,9.803,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68671,9.804,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68674,9.804,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68675,9.804,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68685,9.805,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68711,9.807,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68714,9.808,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68716,9.808,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68719,9.808,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68720,9.808,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68735,9.810,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68735,9.810,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68750,9.811,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68774,9.813,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68791,9.815,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68792,9.815,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68798,9.816,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68804,9.816,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68807,9.817,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68821,9.818,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68839,9.820,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68839,9.820,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68839,9.820,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68850,9.821,9,,,,,,,,,,,,,60000,58346,8.788,9,,,,
70000,68866,9.822,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68873,9.823,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68875,9.823,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68878,9.823,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68884,9.824,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68921,9.827,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68939,9.829,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68952,9.830,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68992,9.834,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68992,9.834,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,68999,9.835,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69000,9.835,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69009,9.836,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69030,9.838,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69037,9.839,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69059,9.841,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69099,9.845,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69118,9.846,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69129,9.847,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69165,9.851,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69174,9.852,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69271,9.861,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69279,9.862,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69321,9.866,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69377,9.871,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69378,9.871,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69409,9.874,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69439,9.877,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69450,9.878,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69641,9.896,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69653,9.897,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69777,9.909,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69815,9.913,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69819,9.913,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69864,9.918,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
70000,69904,9.921,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
75000,70110,9.941,9,,,,,,,,,,,,,65000,63172,9.270,9,,,,
75000,70115,9.941,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70120,9.942,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70214,9.951,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70265,9.956,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70270,9.956,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70428,9.971,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70506,9.979,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70654,9.993,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70657,9.993,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70667,9.994,9,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70797,10.006,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70838,10.010,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,70841,10.010,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71058,10.031,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71092,10.034,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71184,10.043,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71200,10.044,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71214,10.046,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71341,10.058,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71415,10.065,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71436,10.067,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71547,10.077,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71565,10.079,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71565,10.079,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71726,10.094,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,71752,10.097,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,72108,10.130,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,72109,10.130,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,72139,10.133,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,72790,10.194,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,73453,10.257,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,73495,10.260,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,73784,10.287,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,73808,10.290,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74073,10.315,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74210,10.327,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74431,10.348,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74483,10.353,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74491,10.354,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74533,10.357,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74533,10.357,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74576,10.361,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74655,10.369,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74675,10.371,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74711,10.374,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74731,10.376,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74896,10.391,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74914,10.393,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74969,10.398,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
75000,74997,10.401,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75075,10.408,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75101,10.410,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75114,10.412,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75339,10.432,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75366,10.435,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75453,10.443,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75462,10.444,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75554,10.452,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75565,10.453,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75586,10.455,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75586,10.455,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75603,10.457,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75626,10.459,,,,,,,,,,,,,,70000,68217,9.760,9,,,,
80000,75660,10.462,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75675,10.464,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75680,10.464,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75685,10.465,,,,,,,,,,,,,,75000,73481,10.259,,,,,
